,Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,clusters
6990,Germany,Kehl,31,Good,1,Good,27,Good,2,Good,31,Good,0
6991,India,Kendrapara,165,Unhealthy,2,Good,45,Good,2,Good,165,Unhealthy,2
6992,United States of America,Kenmore,61,Moderate,2,Good,16,Good,15,Good,61,Moderate,0
6993,India,Khagaria,193,Unhealthy,4,Good,172,Unhealthy,1,Good,193,Unhealthy,2
6994,Philippines,Ramon,47,Good,1,Good,27,Good,0,Good,47,Good,0
6995,Brazil,Raul Soares,49,Good,1,Good,4,Good,3,Good,49,Good,0
6996,Israel,Reine,132,Unhealthy for Sensitive Groups,2,Good,44,Good,10,Good,132,Unhealthy for Sensitive Groups,2
6997,Ukraine,Reni,41,Good,1,Good,41,Good,0,Good,30,Good,0
6998,Germany,Rheine,33,Good,1,Good,33,Good,2,Good,25,Good,0
6999,Brazil,Riachao Das Neves,13,Good,1,Good,6,Good,1,Good,13,Good,0
7000,Czechia,Ricany,33,Good,1,Good,28,Good,2,Good,33,Good,0
7001,Senegal,Richard Toll,150,Unhealthy,1,Good,24,Good,1,Good,150,Unhealthy,2
7002,Netherlands,Rijnsburg,40,Good,1,Good,27,Good,5,Good,40,Good,0
7003,United States of America,Ringwood,52,Moderate,1,Good,46,Good,3,Good,52,Moderate,0
7004,Brazil,Rio Branco Do Sul,60,Moderate,1,Good,13,Good,5,Good,60,Moderate,0
7005,Colombia,Riosucio,93,Moderate,3,Good,1,Good,5,Good,93,Moderate,0
7006,United States of America,Ripon,50,Good,1,Good,22,Good,10,Good,50,Good,0
7007,United States of America,River Ridge,75,Moderate,1,Good,19,Good,8,Good,75,Moderate,0
7008,Cuba,Rodas,87,Moderate,1,Good,18,Good,3,Good,87,Moderate,0
7009,India,Rohtak,500,Hazardous,1,Good,41,Good,1,Good,467,Hazardous,1
7010,Thailand,Phun Phin,34,Good,0,Good,18,Good,0,Good,34,Good,0
7011,Italy,Pineto,47,Good,1,Good,47,Good,1,Good,39,Good,0
7012,Philippines,Pio,70,Moderate,1,Good,23,Good,1,Good,70,Moderate,0
7013,Brazil,Piraju,30,Good,1,Good,16,Good,0,Good,30,Good,0
7014,Brazil,Pirassununga,65,Moderate,2,Good,2,Good,5,Good,65,Moderate,0
7015,Chile,Pitrufquen,60,Moderate,2,Good,2,Good,9,Good,60,Moderate,0
7016,Mexico,Poanas,72,Moderate,1,Good,21,Good,0,Good,72,Moderate,0
7017,United States of America,Pocatello,55,Moderate,2,Good,4,Good,7,Good,55,Moderate,0
7018,Italy,Poggiomarino,41,Good,1,Good,41,Good,2,Good,15,Good,0
7019,India,Porsa,189,Unhealthy,1,Good,46,Good,0,Good,189,Unhealthy,2
7020,South Africa,Port Alfred,50,Good,1,Good,29,Good,0,Good,50,Good,0
7021,Brazil,Porto Seguro,29,Good,1,Good,13,Good,1,Good,29,Good,0
7022,Russian Federation,Povorino,61,Moderate,1,Good,38,Good,0,Good,61,Moderate,0
7023,Czechia,Prerov,36,Good,1,Good,30,Good,1,Good,36,Good,0
7024,Brazil,Presidente Epitacio,23,Good,0,Good,19,Good,0,Good,23,Good,0
7025,Ghana,Prestea,80,Moderate,1,Good,16,Good,0,Good,80,Moderate,0
7026,United Kingdom of Great Britain and Northern Ireland,Preston,65,Moderate,0,Good,32,Good,1,Good,65,Moderate,0
7027,Brazil,Princesa Isabel,24,Good,0,Good,12,Good,0,Good,24,Good,0
7028,Venezuela (Bolivarian Republic of),Puerto Cabello,155,Unhealthy,4,Good,12,Good,11,Good,155,Unhealthy,2
7029,Colombia,Puerto Carreno,20,Good,1,Good,4,Good,1,Good,20,Good,0
7030,Spain,Puerto Lumbreras,32,Good,1,Good,32,Good,1,Good,28,Good,0
7031,India,Pujali,175,Unhealthy,3,Good,104,Unhealthy for Sensitive Groups,3,Good,175,Unhealthy,2
7032,Myanmar,Pyinmana,25,Good,0,Good,22,Good,0,Good,25,Good,0
7033,China,Qinnan,171,Unhealthy,3,Good,171,Unhealthy,3,Good,142,Unhealthy for Sensitive Groups,2
7034,China,Qiongshan,64,Moderate,1,Good,35,Good,2,Good,64,Moderate,0
7035,India,Radhanpur,216,Very Unhealthy,0,Good,31,Good,0,Good,208,Very Unhealthy,2
7036,Bulgaria,Radnevo,38,Good,1,Good,38,Good,1,Good,34,Good,0
7037,South Africa,Pietersburg,56,Moderate,2,Good,32,Good,1,Good,56,Moderate,0
7038,China,Pingliang,75,Moderate,1,Good,75,Moderate,0,Good,69,Moderate,0
7039,Brazil,Piripiri,38,Good,1,Good,9,Good,1,Good,38,Good,0
7040,India,Piriyapatna,27,Good,0,Good,21,Good,0,Good,27,Good,0
7041,Russian Federation,Pochinki,35,Good,1,Good,35,Good,0,Good,23,Good,0
7042,Montenegro,Podgorica,68,Moderate,1,Good,30,Good,1,Good,68,Moderate,0
7043,Serbia,Podujevo,46,Good,1,Good,37,Good,0,Good,46,Good,0
7044,Ukraine,Polonne,36,Good,1,Good,36,Good,1,Good,24,Good,0
7045,Russian Federation,Poltavskaya,38,Good,1,Good,38,Good,1,Good,9,Good,0
7046,Poland,Poniatowa,87,Moderate,1,Good,35,Good,2,Good,87,Moderate,0
7047,Brazil,Porto Belo,92,Moderate,2,Good,16,Good,4,Good,92,Moderate,0
7048,Brazil,Porto Calvo,25,Good,0,Good,20,Good,0,Good,25,Good,0
7049,Brazil,Porto Franco,46,Good,1,Good,5,Good,1,Good,46,Good,0
7050,Italy,Porto Recanati,50,Good,2,Good,38,Good,7,Good,50,Good,0
7051,Spain,Portugalete,41,Good,1,Good,41,Good,1,Good,17,Good,0
7052,Canada,Prince Albert,34,Good,1,Good,34,Good,0,Good,9,Good,0
7053,Russian Federation,Privolzhskiy,64,Moderate,1,Good,36,Good,1,Good,64,Moderate,0
7054,Russian Federation,Pudozh,52,Moderate,1,Good,29,Good,0,Good,52,Moderate,0
7055,Indonesia,Purworejo,92,Moderate,2,Good,42,Good,2,Good,92,Moderate,0
7056,India,Puttur,67,Moderate,0,Good,27,Good,0,Good,67,Moderate,0
7057,United Kingdom of Great Britain and Northern Ireland,Radcliffe,62,Moderate,1,Good,15,Good,12,Good,62,Moderate,0
7058,Israel,Ramat Hasharon,69,Moderate,1,Good,48,Good,5,Good,69,Moderate,0
7059,United States of America,Bryan,124,Unhealthy for Sensitive Groups,1,Good,19,Good,2,Good,124,Unhealthy for Sensitive Groups,2
7060,Russian Federation,Buguruslan,50,Good,1,Good,31,Good,0,Good,50,Good,0
7061,Albania,Bulqize,65,Moderate,1,Good,42,Good,0,Good,65,Moderate,0
7062,Indonesia,Bumiayu,73,Moderate,1,Good,37,Good,1,Good,73,Moderate,0
7063,Democratic Republic of the Congo,Businga,49,Good,3,Good,10,Good,0,Good,49,Good,0
7064,Brazil,Caconde,50,Good,1,Good,10,Good,2,Good,50,Good,0
7065,Brazil,Caiaponia,22,Good,1,Good,7,Good,1,Good,22,Good,0
7066,Italy,Caldogno,62,Moderate,2,Good,32,Good,8,Good,62,Moderate,0
7067,United States of America,California City,58,Moderate,1,Good,41,Good,2,Good,58,Moderate,0
7068,Italy,Calolziocorte,60,Moderate,2,Good,40,Good,4,Good,60,Moderate,0
7069,Bolivia (Plurinational State of),Camiri,12,Good,1,Good,1,Good,0,Good,12,Good,0
7070,Italy,Campobello Di Mazara,34,Good,1,Good,27,Good,4,Good,34,Good,0
7071,Hungary,Balatonfured,64,Moderate,1,Good,41,Good,0,Good,64,Moderate,0
7072,Hungary,Balmazujvaros,71,Moderate,1,Good,33,Good,1,Good,71,Moderate,0
7073,United Kingdom of Great Britain and Northern Ireland,Banbury,26,Good,1,Good,24,Good,4,Good,26,Good,0
7074,Cameroon,Banyo,63,Moderate,2,Good,12,Good,0,Good,63,Moderate,0
7075,Indonesia,Banyumas,62,Moderate,1,Good,36,Good,0,Good,62,Moderate,0
7076,Tunisia,Bardaw,114,Unhealthy for Sensitive Groups,4,Good,28,Good,20,Good,114,Unhealthy for Sensitive Groups,2
7077,India,Barsi,100,Unhealthy for Sensitive Groups,0,Good,26,Good,0,Good,100,Unhealthy for Sensitive Groups,0
7078,Germany,Barsinghausen,35,Good,0,Good,35,Good,1,Good,28,Good,0
7079,Venezuela (Bolivarian Republic of),Baruta,42,Good,1,Good,17,Good,6,Good,42,Good,0
7080,Kyrgyzstan,Batken,123,Unhealthy for Sensitive Groups,1,Good,41,Good,0,Good,123,Unhealthy for Sensitive Groups,2
7081,Indonesia,Baturaden,69,Moderate,1,Good,35,Good,1,Good,69,Moderate,0
7082,India,Bayana,211,Very Unhealthy,1,Good,64,Moderate,0,Good,211,Very Unhealthy,2
7083,Russian Federation,Baykalsk,31,Good,1,Good,31,Good,0,Good,30,Good,0
7084,United States of America,Bayonet Point,64,Moderate,1,Good,22,Good,10,Good,64,Moderate,0
7085,Poland,Zabki,41,Good,1,Good,41,Good,0,Good,31,Good,0
7086,Japan,Zama,76,Moderate,2,Good,28,Good,11,Good,76,Moderate,0
7087,China,Zhaoqing,145,Unhealthy for Sensitive Groups,4,Good,8,Good,21,Good,145,Unhealthy for Sensitive Groups,2
7088,China,Zhaoyuan,87,Moderate,3,Good,29,Good,5,Good,87,Moderate,0
7089,China,Zhuozhou,162,Unhealthy,5,Good,19,Good,33,Good,162,Unhealthy,2
7090,Mexico,Canoa,105,Unhealthy for Sensitive Groups,1,Good,13,Good,6,Good,105,Unhealthy for Sensitive Groups,0
7091,Italy,Capoterra,53,Moderate,1,Good,38,Good,3,Good,53,Moderate,0
7092,Italy,Capurso,58,Moderate,1,Good,56,Moderate,2,Good,58,Moderate,0
7093,Italy,Castellanza,72,Moderate,2,Good,26,Good,7,Good,72,Moderate,0
7094,United States of America,Catano,39,Good,0,Good,22,Good,0,Good,39,Good,0
7095,United States of America,Cave Spring,60,Moderate,2,Good,28,Good,6,Good,60,Moderate,0
7096,United States of America,Cedar Mill,52,Moderate,1,Good,8,Good,15,Good,52,Moderate,0
7097,United States of America,Cedar Rapids,35,Good,1,Good,35,Good,2,Good,32,Good,0
7098,Italy,Celano,88,Moderate,1,Good,37,Good,2,Good,88,Moderate,0
7099,Slovenia,Celje,85,Moderate,1,Good,41,Good,3,Good,85,Moderate,0
7100,South Africa,Ceres,119,Unhealthy for Sensitive Groups,3,Good,14,Good,2,Good,119,Unhealthy for Sensitive Groups,2
7101,Brazil,Cerqueira Cesar,53,Moderate,1,Good,14,Good,1,Good,53,Moderate,0
7102,Czechia,Ceska Trebova,74,Moderate,1,Good,44,Good,1,Good,74,Moderate,0
7103,Russian Federation,Khasanya,37,Good,1,Good,37,Good,0,Good,31,Good,0
7104,Thailand,Khlong Luang,73,Moderate,1,Good,27,Good,2,Good,73,Moderate,0
7105,Greece,Kholargos,50,Good,1,Good,45,Good,0,Good,50,Good,0
7106,United Republic of Tanzania,Kidodi,17,Good,0,Good,17,Good,0,Good,16,Good,0
7107,Iraq,Kifri,135,Unhealthy for Sensitive Groups,2,Good,114,Unhealthy for Sensitive Groups,1,Good,135,Unhealthy for Sensitive Groups,2
7108,United Republic of Tanzania,Kigonsera,18,Good,0,Good,18,Good,0,Good,11,Good,0
7109,United States of America,King City,36,Good,1,Good,36,Good,1,Good,21,Good,0
7110,United States of America,Kingsville,99,Moderate,1,Good,19,Good,2,Good,99,Moderate,0
7111,Belgium,Kinrooi,42,Good,1,Good,31,Good,3,Good,42,Good,0
7112,Germany,Kirchheim,55,Moderate,1,Good,36,Good,4,Good,55,Moderate,0
7113,United Republic of Tanzania,Kisanga,18,Good,0,Good,17,Good,0,Good,18,Good,0
7114,Belarus,Kobryn,38,Good,1,Good,38,Good,0,Good,34,Good,0
7115,Japan,Kokubu,39,Good,1,Good,39,Good,1,Good,26,Good,0
7116,Austria,Korneuburg,63,Moderate,1,Good,42,Good,2,Good,63,Moderate,0
7117,Greece,Kos,63,Moderate,1,Good,48,Good,0,Good,63,Moderate,0
7118,Guinea,Koundara,153,Unhealthy,1,Good,20,Good,0,Good,153,Unhealthy,2
7119,Poland,Krapkowice,75,Moderate,1,Good,38,Good,1,Good,75,Moderate,0
7120,Russian Federation,Krasnoturinsk,32,Good,1,Good,32,Good,0,Good,4,Good,0
7121,Russian Federation,Krasnoufimsk,37,Good,1,Good,27,Good,0,Good,37,Good,0
7122,Russian Federation,Kubinka,65,Moderate,1,Good,24,Good,4,Good,65,Moderate,0
7123,India,Kudal,82,Moderate,0,Good,22,Good,0,Good,82,Moderate,0
7124,Albania,Kukes,59,Moderate,1,Good,41,Good,0,Good,59,Moderate,0
7125,Latvia,Kuldiga,43,Good,1,Good,36,Good,0,Good,43,Good,0
7126,India,Kulu,68,Moderate,1,Good,48,Good,0,Good,68,Moderate,0
7127,Germany,Kummersbruck,53,Moderate,1,Good,46,Good,1,Good,53,Moderate,0
7128,Switzerland,Kussnacht,40,Good,1,Good,32,Good,1,Good,40,Good,0
7129,France,La Seyne Sur Mer,108,Unhealthy for Sensitive Groups,1,Good,22,Good,16,Good,108,Unhealthy for Sensitive Groups,2
7130,Belgium,Laarne,41,Good,1,Good,27,Good,5,Good,41,Good,0
7131,Russian Federation,Labinsk,35,Good,1,Good,35,Good,1,Good,24,Good,0
7132,Cameroon,Lagdo,64,Moderate,2,Good,15,Good,0,Good,64,Moderate,0
7133,Uganda,Kamwenge,63,Moderate,2,Good,16,Good,0,Good,63,Moderate,0
7134,China,Karamay,104,Unhealthy for Sensitive Groups,1,Good,41,Good,0,Good,104,Unhealthy for Sensitive Groups,2
7135,Indonesia,Karangsembung,73,Moderate,1,Good,41,Good,0,Good,73,Moderate,0
7136,India,Karanja,152,Unhealthy,1,Good,30,Good,0,Good,152,Unhealthy,2
7137,Germany,Karben,64,Moderate,1,Good,41,Good,2,Good,64,Moderate,0
7138,Russian Federation,Kataysk,33,Good,1,Good,33,Good,0,Good,23,Good,0
7139,Japan,Kazuno,36,Good,1,Good,36,Good,1,Good,22,Good,0
7140,Israel,Kefar Sava,67,Moderate,1,Good,48,Good,5,Good,67,Moderate,0
7141,Finland,Kemi,36,Good,1,Good,17,Good,6,Good,36,Good,0
7142,Greece,Khalandrion,50,Good,1,Good,45,Good,0,Good,50,Good,0
7143,Pakistan,Kharan,154,Unhealthy,1,Good,46,Good,0,Good,154,Unhealthy,2
7144,Germany,Lampertheim,60,Moderate,1,Good,35,Good,3,Good,60,Moderate,0
7145,Germany,Langenhagen,35,Good,0,Good,35,Good,1,Good,22,Good,0
7146,Netherlands,Laren,30,Good,1,Good,30,Good,2,Good,16,Good,0
7147,United States of America,Largo,62,Moderate,1,Good,33,Good,4,Good,62,Moderate,0
7148,Panama,Las Cumbres,97,Moderate,3,Good,16,Good,12,Good,97,Moderate,0
7149,Germany,Lauingen,53,Moderate,1,Good,27,Good,6,Good,53,Moderate,0
7150,France,Le Cannet,100,Unhealthy for Sensitive Groups,2,Good,20,Good,9,Good,100,Unhealthy for Sensitive Groups,0
7151,Spain,Leganes,28,Good,1,Good,28,Good,3,Good,16,Good,0
7152,Italy,Legnano,75,Moderate,1,Good,33,Good,6,Good,75,Moderate,0
7153,United States of America,Lenexa,53,Moderate,1,Good,34,Good,4,Good,53,Moderate,0
7154,Russian Federation,Leninsk,49,Good,1,Good,40,Good,0,Good,49,Good,0
7155,Russian Federation,Lesozavodsk,37,Good,1,Good,31,Good,0,Good,37,Good,0
7156,Canada,Lethbridge,38,Good,1,Good,38,Good,0,Good,13,Good,0
7157,China,Lianran,31,Good,1,Good,19,Good,1,Good,31,Good,0
7158,United States of America,Glen Allen,53,Moderate,2,Good,35,Good,5,Good,53,Moderate,0
7159,Indonesia,Gombong,63,Moderate,1,Good,37,Good,0,Good,63,Moderate,0
7160,Netherlands,Gorssel,30,Good,0,Good,30,Good,2,Good,17,Good,0
7161,Poland,Gostyn,84,Moderate,1,Good,37,Good,1,Good,84,Moderate,0
7162,Burkina Faso,Gourcy,66,Moderate,1,Good,19,Good,0,Good,66,Moderate,0
7163,Russian Federation,Gryazi,49,Good,1,Good,35,Good,0,Good,49,Good,0
7164,Pakistan,Gujar Khan,151,Unhealthy,2,Good,130,Unhealthy for Sensitive Groups,0,Good,151,Unhealthy,2
7165,Russian Federation,Gus Khrustalnyy,35,Good,1,Good,35,Good,0,Good,27,Good,0
7166,Italy,Gussago,61,Moderate,2,Good,26,Good,7,Good,61,Moderate,0
7167,Viet Nam,Ha Tinh,38,Good,1,Good,28,Good,0,Good,38,Good,0
7168,United States of America,Hackensack,117,Unhealthy for Sensitive Groups,3,Good,8,Good,32,Good,117,Unhealthy for Sensitive Groups,2
7169,Iran (Islamic Republic of),Hadishahr,36,Good,1,Good,36,Good,0,Good,29,Good,0
7170,Ethiopia,Hagere Hiywet,54,Moderate,1,Good,24,Good,0,Good,54,Moderate,0
7171,United States of America,Ham Lake,50,Good,1,Good,41,Good,3,Good,50,Good,0
7172,Germany,Hamm,40,Good,1,Good,33,Good,2,Good,40,Good,0
7173,India,Harihar,53,Moderate,0,Good,22,Good,0,Good,53,Moderate,0
7174,United Kingdom of Great Britain and Northern Ireland,Harpenden,30,Good,0,Good,30,Good,2,Good,16,Good,0
7175,Germany,Haselunne,33,Good,0,Good,33,Good,1,Good,14,Good,0
7176,Iran (Islamic Republic of),Hashtgerd,133,Unhealthy for Sensitive Groups,2,Good,122,Unhealthy for Sensitive Groups,3,Good,133,Unhealthy for Sensitive Groups,2
7177,Finland,Haukipudas,40,Good,1,Good,20,Good,5,Good,40,Good,0
7178,United States of America,Hazel Park,37,Good,1,Good,30,Good,5,Good,37,Good,0
7179,United Kingdom of Great Britain and Northern Ireland,Heanor,42,Good,1,Good,21,Good,7,Good,42,Good,0
7180,Germany,Hechingen,51,Moderate,1,Good,34,Good,2,Good,51,Moderate,0
7181,Spain,Hellin,26,Good,1,Good,24,Good,1,Good,26,Good,0
7182,United States of America,Highland,69,Moderate,2,Good,11,Good,18,Good,69,Moderate,0
7183,Japan,Hiji,39,Good,1,Good,39,Good,1,Good,18,Good,0
7184,Germany,Hilden,49,Good,1,Good,31,Good,3,Good,49,Good,0
7185,Japan,Hirara,42,Good,1,Good,42,Good,0,Good,16,Good,0
7186,India,Hirekerur,57,Moderate,0,Good,22,Good,0,Good,57,Moderate,0
7187,United Kingdom of Great Britain and Northern Ireland,Hitchin,26,Good,1,Good,26,Good,5,Good,18,Good,0
7188,Belgium,Hoogstraten,29,Good,1,Good,29,Good,3,Good,29,Good,0
7189,China,Houma,142,Unhealthy for Sensitive Groups,2,Good,142,Unhealthy for Sensitive Groups,3,Good,80,Moderate,2
7190,Poland,Hrubieszow,62,Moderate,1,Good,37,Good,1,Good,62,Moderate,0
7191,China,Hsinhua,113,Unhealthy for Sensitive Groups,2,Good,113,Unhealthy for Sensitive Groups,3,Good,79,Moderate,2
7192,Peru,Huanta,19,Good,1,Good,2,Good,2,Good,19,Good,0
7193,Sweden,Hudiksvall,26,Good,0,Good,26,Good,0,Good,17,Good,0
7194,Spain,Huesca,37,Good,1,Good,19,Good,2,Good,37,Good,0
7195,China,Huwei,66,Moderate,2,Good,66,Moderate,6,Good,60,Moderate,0
7196,Finland,Iisalmi,32,Good,1,Good,32,Good,1,Good,29,Good,0
7197,China,Shenyang,125,Unhealthy for Sensitive Groups,4,Good,85,Moderate,6,Good,125,Unhealthy for Sensitive Groups,2
7198,Bangladesh,Sherpur,65,Moderate,2,Good,65,Moderate,1,Good,60,Moderate,0
7199,Kazakhstan,Shieli,49,Good,1,Good,41,Good,0,Good,49,Good,0
7200,India,Shiggaon,53,Moderate,0,Good,22,Good,0,Good,53,Moderate,0
7201,India,Shujalpur,192,Unhealthy,1,Good,37,Good,0,Good,192,Unhealthy,2
7202,China,Shulan,76,Moderate,2,Good,76,Moderate,1,Good,59,Moderate,0
7203,Iran (Islamic Republic of),Shush,98,Moderate,1,Good,97,Moderate,0,Good,98,Moderate,2
7204,Mexico,Silao,130,Unhealthy for Sensitive Groups,2,Good,16,Good,6,Good,130,Unhealthy for Sensitive Groups,2
7205,Indonesia,Singosari,72,Moderate,1,Good,36,Good,1,Good,72,Moderate,0
7206,Russian Federation,Skopin,42,Good,1,Good,35,Good,0,Good,42,Good,0
7207,Russian Federation,Smolensk,35,Good,1,Good,35,Good,0,Good,13,Good,0
7208,Russian Federation,Sobinka,37,Good,1,Good,33,Good,2,Good,37,Good,0
7209,Syrian Arab Republic,Darayya,166,Unhealthy,1,Good,58,Moderate,1,Good,166,Unhealthy,2
7210,United States of America,Davis,50,Good,1,Good,26,Good,9,Good,50,Good,0
7211,Ethiopia,Debre Zeyit,64,Moderate,1,Good,25,Good,0,Good,64,Moderate,0
7212,United States of America,Dennis,37,Good,1,Good,37,Good,3,Good,18,Good,0
7213,Ukraine,Dergachi,52,Moderate,1,Good,35,Good,0,Good,52,Moderate,0
7214,India,Deshnok,443,Hazardous,1,Good,39,Good,0,Good,320,Hazardous,1
7215,Switzerland,Dietikon,53,Moderate,1,Good,37,Good,1,Good,53,Moderate,0
7216,Mali,Djenne,67,Moderate,1,Good,18,Good,1,Good,67,Moderate,0
7217,Germany,Dobeln,69,Moderate,1,Good,31,Good,4,Good,69,Moderate,0
7218,Slovakia,Dolny Kubin,60,Moderate,1,Good,39,Good,0,Good,60,Moderate,0
7219,Russian Federation,Donskoy,35,Good,1,Good,35,Good,0,Good,33,Good,0
7220,Germany,Duderstadt,53,Moderate,1,Good,37,Good,4,Good,53,Moderate,0
7221,Pakistan,Dunga Bunga,162,Unhealthy,3,Good,162,Unhealthy,0,Good,157,Unhealthy,2
7222,Belgium,Durbuy,64,Moderate,1,Good,35,Good,4,Good,64,Moderate,0
7223,India,Durgapur,128,Unhealthy for Sensitive Groups,3,Good,85,Moderate,1,Good,128,Unhealthy for Sensitive Groups,2
7224,Uzbekistan,Dustlik,169,Unhealthy,1,Good,47,Good,0,Good,169,Unhealthy,2
7225,United States of America,East Riverdale,53,Moderate,2,Good,25,Good,12,Good,53,Moderate,0
7226,Switzerland,Ecublens,59,Moderate,1,Good,30,Good,1,Good,59,Moderate,0
7227,Colombia,El Reten,62,Moderate,2,Good,9,Good,3,Good,62,Moderate,0
7228,United States of America,El Segundo,111,Unhealthy for Sensitive Groups,3,Good,7,Good,33,Good,111,Unhealthy for Sensitive Groups,2
7229,China,Linxi,157,Unhealthy,3,Good,157,Unhealthy,3,Good,125,Unhealthy for Sensitive Groups,2
7230,United Kingdom of Great Britain and Northern Ireland,Lisburn,28,Good,1,Good,28,Good,3,Good,17,Good,0
7231,United States of America,Lisle,50,Good,2,Good,32,Good,8,Good,50,Good,0
7232,Kenya,Lodwar,26,Good,1,Good,16,Good,0,Good,26,Good,0
7233,Poland,Lomianki,91,Moderate,1,Good,31,Good,3,Good,91,Moderate,0
7234,United States of America,Lompoc,38,Good,1,Good,35,Good,3,Good,38,Good,0
7235,Colombia,Los Patios,38,Good,1,Good,10,Good,3,Good,38,Good,0
7236,Germany,Ludinghausen,34,Good,1,Good,33,Good,2,Good,34,Good,0
7237,Germany,Ludwigslust,32,Good,0,Good,32,Good,1,Good,14,Good,0
7238,Brazil,Macaparana,31,Good,0,Good,17,Good,2,Good,31,Good,0
7239,Romania,Macin,40,Good,1,Good,40,Good,0,Good,20,Good,0
7240,Italy,Macomer,50,Good,1,Good,26,Good,5,Good,50,Good,0
7241,India,Madhupur,103,Unhealthy for Sensitive Groups,3,Good,93,Moderate,1,Good,103,Unhealthy for Sensitive Groups,2
7242,Cuba,Madruga,49,Good,1,Good,19,Good,2,Good,49,Good,0
7243,Thailand,Mae Tha,22,Good,0,Good,22,Good,0,Good,21,Good,0
7244,Iran (Islamic Republic of),Mahabad,66,Moderate,1,Good,44,Good,0,Good,66,Moderate,0
7245,India,Mahabaleshwar,79,Moderate,0,Good,22,Good,0,Good,79,Moderate,0
7246,India,Mahudha,164,Unhealthy,1,Good,38,Good,0,Good,164,Unhealthy,2
7247,France,Maisons Alfort,65,Moderate,1,Good,24,Good,5,Good,65,Moderate,0
7248,India,Malegaon,133,Unhealthy for Sensitive Groups,0,Good,27,Good,0,Good,133,Unhealthy for Sensitive Groups,2
7249,Colombia,Manizales,108,Unhealthy for Sensitive Groups,3,Good,0,Good,6,Good,108,Unhealthy for Sensitive Groups,0
7250,United States of America,Manteca,35,Good,1,Good,30,Good,6,Good,35,Good,0
7251,Mozambique,Maputo,41,Good,1,Good,28,Good,0,Good,41,Good,0
7252,India,Marakkanam,76,Moderate,1,Good,29,Good,1,Good,76,Moderate,0
7253,Germany,Marbach,53,Moderate,2,Good,28,Good,7,Good,53,Moderate,0
7254,Germany,Markkleeberg,60,Moderate,1,Good,36,Good,2,Good,60,Moderate,0
7255,Spain,Marratxi,94,Moderate,1,Good,49,Good,1,Good,94,Moderate,0
7256,Italy,Marsala,32,Good,1,Good,26,Good,5,Good,32,Good,0
7257,Mexico,Maxcanu,50,Good,1,Good,18,Good,1,Good,50,Good,0
7258,Uganda,Mbarara,48,Good,2,Good,16,Good,0,Good,48,Good,0
7259,China,Meihekou,56,Moderate,2,Good,56,Moderate,0,Good,44,Good,0
7260,United States of America,Melrose,65,Moderate,2,Good,19,Good,15,Good,65,Moderate,0
7261,India,Memari,160,Unhealthy,4,Good,147,Unhealthy for Sensitive Groups,3,Good,160,Unhealthy,2
7262,Mexico,Meoqui,32,Good,1,Good,27,Good,0,Good,32,Good,0
7263,France,Meru,59,Moderate,1,Good,25,Good,4,Good,59,Moderate,0
7264,Germany,Mettingen,33,Good,0,Good,33,Good,1,Good,19,Good,0
7265,France,Mougins,100,Unhealthy for Sensitive Groups,2,Good,20,Good,9,Good,100,Unhealthy for Sensitive Groups,0
7266,Uganda,Moyo,58,Moderate,1,Good,21,Good,0,Good,58,Moderate,0
7267,Chile,Mulchen,45,Good,1,Good,10,Good,5,Good,45,Good,0
7268,France,Mulhouse,63,Moderate,2,Good,21,Good,4,Good,63,Moderate,0
7269,Sri Lanka,Mulleriyawa,67,Moderate,0,Good,22,Good,0,Good,67,Moderate,0
7270,Ukraine,Nadvirna,51,Moderate,1,Good,32,Good,1,Good,51,Moderate,0
7271,Israel,Nahariyya,74,Moderate,1,Good,45,Good,7,Good,74,Moderate,0
7272,Thailand,Nang Rong,39,Good,0,Good,26,Good,0,Good,39,Good,0
7273,China,Nanning,128,Unhealthy for Sensitive Groups,3,Good,128,Unhealthy for Sensitive Groups,2,Good,116,Unhealthy for Sensitive Groups,2
7274,India,Narayanpet,73,Moderate,0,Good,25,Good,0,Good,73,Moderate,0
7275,United States of America,Natick,74,Moderate,2,Good,15,Good,18,Good,74,Moderate,0
